iter	Passed	Remaining
540	3322	2818
541	3329	2813
542	3335	2807
543	3340	2800
544	3346	2793
545	3352	2787
546	3357	2780
547	3362	2773
548	3368	2767
549	3373	2760
550	3378	2753
551	3384	2746
552	3390	2740
553	3396	2734
554	3402	2727
555	3408	2721
556	3413	2715
557	3419	2708
558	3426	2702
559	3435	2699
560	3441	2692
561	3446	2686
562	3454	2681
563	3460	2675
564	3465	2668
565	3471	2661
566	3477	2655
567	3482	2648
568	3488	2642
569	3494	2636
570	3501	2631
571	3508	2625
572	3513	2618
573	3519	2612
574	3525	2605
575	3530	2598
576	3536	2592
577	3542	2586
578	3547	2579
579	3554	2573
580	3560	2567
581	3565	2561
582	3571	2554
583	3577	2548
584	3584	2542
585	3590	2536
586	3596	2530
587	3602	2524
588	3608	2518
589	3613	2511
590	3619	2504
591	3625	2498
592	3630	2491
593	3635	2484
594	3641	2478
595	3647	2472
596	3653	2466
597	3659	2459
598	3665	2453
599	3671	2447
600	3676	2440
601	3682	2434
602	3689	2428
603	3695	2422
604	3701	2416
605	3707	2410
606	3712	2403
607	3718	2397
608	3724	2391
609	3729	2384
610	3735	2378
611	3742	2372
612	3748	2366
613	3754	2360
614	3760	2354
615	3766	2347
616	3771	2341
617	3777	2334
618	3783	2328
619	3788	2322
620	3794	2316
621	3800	2309
622	3807	2304
623	3812	2297
624	3818	2290
625	3825	2285
626	3831	2279
627	3836	2272
628	3842	2266
629	3848	2260
630	3854	2254
631	3859	2247
632	3865	2240
633	3870	2234
634	3875	2227
635	3881	2221
636	3887	2215
637	3892	2208
638	3898	2202
639	3904	2196
640	3911	2190
641	3916	2183
642	3921	2177
643	3926	2170
644	3931	2163
645	3936	2157
646	3943	2151
647	3950	2145
648	3955	2139
649	3960	2132
650	3966	2126
651	3971	2120
652	3977	2113
653	3984	2107
654	3989	2101
655	3995	2095
656	4001	2089
657	4007	2083
658	4013	2076
659	4019	2070
660	4024	2063
661	4030	2057
662	4035	2051
663	4040	2044
664	4046	2038
665	4051	2032
666	4057	2025
667	4064	2020
668	4070	2014
669	4075	2007
670	4082	2001
671	4087	1995
672	4093	1989
673	4099	1983
674	4106	1977
675	4112	1971
676	4119	1965
677	4124	1958
678	4130	1952
679	4136	1946
680	4142	1940
681	4149	1934
682	4156	1929
683	4162	1922
684	4167	1916
685	4173	1910
686	4180	1904
687	4187	1899
688	4193	1892
689	4199	1886
690	4207	1881
691	4213	1875
692	4219	1869
693	4224	1862
694	4231	1856
695	4238	1851
696	4244	1844
697	4249	1838
698	4255	1832
699	4261	1826
700	4267	1820
701	4272	1813
702	4278	1807
703	4284	1801
704	4290	1795
705	4296	1789
706	4303	1783
707	4309	1777
708	4315	1771
709	4321	1765
710	4327	1759
711	4334	1753
712	4341	1747
713	4347	1741
714	4353	1735
715	4359	1729
716	4367	1723
717	4372	1717
718	4378	1711
719	4384	1705
720	4390	1698
721	4397	1693
722	4405	1688
723	4412	1682
724	4418	1675
725	4424	1669
726	4429	1663
727	4435	1657
728	4441	1650
729	4446	1644
730	4452	1638
731	4458	1632
732	4464	1626
733	4469	1619
734	4476	1613
735	4481	1607
736	4486	1601
737	4492	1594
738	4498	1588
739	4505	1583
740	4511	1576
741	4516	1570
742	4522	1564
743	4527	1557
744	4533	1551
745	4538	1545
746	4545	1539
747	4550	1533
748	4556	1526
749	4563	1521
750	4569	1514
751	4574	1508
752	4580	1502
753	4585	1496
754	4592	1490
755	4597	1483
756	4604	1478
757	4611	1472
758	4617	1466
759	4622	1459
760	4628	1453
761	4633	1447
762	4639	1441
763	4644	1434
764	4650	1428
765	4656	1422
766	4661	1416
767	4668	1410
768	4674	1404
769	4680	1398
770	4685	1391
771	4692	1385
772	4699	1379
773	4705	1374
774	4712	1368
775	4718	1361
776	4723	1355
777	4730	1349
778	4736	1343
779	4743	1337
780	4748	1331
781	4754	1325
782	4760	1319
783	4765	1313
784	4771	1306
785	4776	1300
786	4781	1294
787	4787	1287
788	4793	1281
789	4798	1275
790	4805	1269
791	4811	1263
792	4817	1257
793	4822	1251
794	4827	1244
795	4832	1238
796	4838	1232
797	4843	1225
798	4849	1219
799	4854	1213
800	4860	1207
801	4866	1201
802	4872	1195
803	4878	1189
804	4884	1183
805	4890	1177
806	4896	1171
807	4902	1165
808	4908	1158
809	4914	1152
810	4919	1146
811	4926	1140
812	4931	1134
813	4938	1128
814	4943	1122
815	4949	1116
816	4955	1109
817	4961	1103
818	4966	1097
819	4972	1091
820	4978	1085
821	4983	1079
822	4989	1073
823	4995	1067
824	5001	1061
825	5007	1054
826	5013	1048
827	5019	1042
828	5024	1036
829	5029	1030
830	5035	1023
831	5040	1017
832	5045	1011
833	5051	1005
834	5057	999
835	5062	993
836	5067	986
837	5074	981
838	5080	974
839	5086	968
840	5093	962
841	5099	956
842	5106	950
843	5111	944
844	5116	938
845	5122	932
846	5127	926
847	5133	920
848	5140	914
849	5146	908
850	5151	902
851	5157	895
852	5162	889
853	5168	883
854	5173	877
855	5179	871
856	5184	865
857	5190	859
858	5196	852
859	5202	846
860	5207	840
861	5214	834
862	5219	828
863	5224	822
864	5230	816
865	5236	810
866	5241	804
867	5246	797
868	5252	791
869	5257	785
870	5263	779
871	5269	773
872	5277	767
873	5283	761
874	5288	755
875	5295	749
876	5301	743
877	5307	737
878	5313	731
879	5319	725
880	5325	719
881	5330	713
882	5336	707
883	5341	700
884	5347	694
885	5353	688
886	5359	682
887	5365	676
888	5370	670
889	5376	664
890	5387	659
891	5392	652
892	5399	646
893	5405	640
894	5411	634
895	5416	628
896	5422	622
897	5428	616
898	5433	610
899	5440	604
900	5445	598
901	5451	592
902	5457	586
903	5463	580
904	5469	574
905	5475	568
906	5480	561
907	5486	555
908	5492	549
909	5498	543
910	5505	537
911	5511	531
912	5517	525
913	5523	519
914	5529	513
915	5534	507
916	5540	501
917	5545	495
918	5551	489
919	5557	483
920	5563	477
921	5568	471
922	5574	465
923	5580	458
924	5586	452
925	5592	446
926	5598	440
927	5604	434
928	5609	428
929	5614	422
930	5620	416
931	5626	410
932	5632	404
933	5638	398
934	5643	392
935	5650	386
936	5657	380
937	5663	374
938	5668	368
939	5674	362
940	5683	356
941	5689	350
942	5694	344
943	5700	338
944	5707	332
945	5713	326
946	5720	320
947	5726	314
948	5732	308
949	5737	301
950	5743	295
951	5749	289
952	5755	283
953	5774	278
954	5781	272
955	5786	266
956	5793	260
957	5799	254
958	5805	248
959	5810	242
960	5816	236
961	5822	230
962	5828	223
963	5833	217
964	5839	211
965	5845	205
966	5850	199
967	5856	193
968	5862	187
969	5867	181
970	5873	175
971	5880	169
972	5886	163
973	5893	157
974	5899	151
975	5904	145
976	5911	139
977	5917	133
978	5923	127
979	5928	120
980	5935	114
981	5940	108
982	5946	102
983	5952	96
984	5957	90
985	5963	84
986	5968	78
987	5974	72
988	5980	66
989	5986	60
990	5993	54
991	5998	48
992	6004	42
993	6009	36
994	6014	30
995	6020	24
996	6025	18
997	6031	12
998	6038	6
999	6044	0
