iter	RMSE
532	0.1530354072
533	0.1530343352
534	0.1529410187
535	0.1529214231
536	0.1529055248
537	0.1528926833
538	0.1528916305
539	0.152861711
540	0.1528140294
541	0.1527899654
542	0.1527824168
543	0.1527588582
544	0.1527572543
545	0.1527350918
546	0.152723177
547	0.1527221382
548	0.1526916153
549	0.1526486542
550	0.1526401511
551	0.1525890303
552	0.1525535693
553	0.152533099
554	0.1525320704
555	0.1525260897
556	0.1524795958
557	0.1524786745
558	0.1524770987
559	0.1524666941
560	0.1524546594
561	0.1524025512
562	0.1523505576
563	0.15234247
564	0.152341464
565	0.1522969704
566	0.1522959899
567	0.1522792039
568	0.1522179369
569	0.1521962476
570	0.1521588472
571	0.1521537241
572	0.1521242113
573	0.1521019608
574	0.1520749087
575	0.1520545838
576	0.1520372235
577	0.1520258179
578	0.1519972242
579	0.151995329
580	0.15196292
581	0.1519373299
582	0.1519364444
583	0.1519279386
584	0.151899518
585	0.1518976572
586	0.1518634742
587	0.1518226571
588	0.1517689048
589	0.1517459061
590	0.1517312882
591	0.1517111719
592	0.1516641751
593	0.1516632329
594	0.1516623914
595	0.1516388553
596	0.1516301575
597	0.1516287027
598	0.1516277134
599	0.1516036932
600	0.1516027188
601	0.151580289
602	0.1515615039
603	0.1515557267
604	0.1515547779
605	0.1515538423
606	0.1515529266
607	0.1515315773
608	0.1515163284
609	0.1514849911
610	0.1514642084
611	0.1514633134
612	0.1514624336
613	0.1514610965
614	0.1514602457
615	0.1514594022
616	0.1514585775
617	0.1514577643
618	0.1514532076
619	0.15145241
620	0.1514510811
621	0.1514503058
622	0.1514253744
623	0.1514045459
624	0.1513721308
625	0.1513501499
626	0.1513451712
627	0.151344406
628	0.1513230934
629	0.1513164194
630	0.1512974887
631	0.1512636346
632	0.1512628819
633	0.1512469477
634	0.1512271615
635	0.1512142132
636	0.1512032569
637	0.1511851145
638	0.1511539203
639	0.1511162878
640	0.1510721457
641	0.1510303267
642	0.151014773
643	0.1510065322
644	0.1510007502
645	0.1510000017
646	0.150985588
647	0.150957421
648	0.1509566854
649	0.1509239384
650	0.150913664
651	0.1508889608
652	0.150858377
653	0.1508522978
654	0.1508323671
655	0.1508316471
656	0.1508309164
657	0.1508000797
658	0.1507876782
659	0.1507562061
660	0.1507555307
661	0.1507404703
662	0.1507351624
663	0.15071652
664	0.1506946093
665	0.1506437701
666	0.1506244985
667	0.1505654318
668	0.15056469
669	0.1505463838
670	0.1505216228
671	0.1505008944
672	0.1504712558
673	0.1504624428
674	0.1504459773
675	0.1503944791
676	0.1503806386
677	0.1503794409
678	0.1503025271
679	0.150272142
680	0.1502353504
681	0.1502189992
682	0.1502131917
683	0.1501909851
684	0.1501764929
685	0.1501442842
686	0.1501427827
687	0.1501259074
688	0.1500881252
689	0.1500523768
690	0.1500317231
691	0.1500164027
692	0.1499914703
693	0.1499741696
694	0.1499603693
695	0.1499559325
696	0.1499237761
697	0.1499056601
698	0.1498907246
699	0.14984887
700	0.1498320116
701	0.1498073892
702	0.1498066968
703	0.1497929787
704	0.1497827746
705	0.1497589751
706	0.149754023
707	0.1497327511
708	0.1496928997
709	0.1496916681
710	0.1496578441
711	0.1496512178
712	0.1496368118
713	0.1496360262
714	0.1496057234
715	0.1496049625
716	0.1496042519
717	0.1495930931
718	0.14956265
719	0.1495619283
720	0.1495572096
721	0.1495564949
722	0.1495553461
723	0.1495381441
724	0.149528431
725	0.1495109218
726	0.1495102253
727	0.1494597642
728	0.1494590813
729	0.1494387307
730	0.1494376202
731	0.1494162288
732	0.1494155753
733	0.1493678697
734	0.1493672517
735	0.1493666513
736	0.1493623929
737	0.1493055633
738	0.1492948537
739	0.1492759273
740	0.1492594582
741	0.1492040428
742	0.149195243
743	0.1491937073
744	0.1491815583
745	0.1491808939
746	0.149157367
747	0.1491444607
748	0.149118375
749	0.1491172974
750	0.1491132944
751	0.1491103972
752	0.1490829264
753	0.1490670056
754	0.1490375581
755	0.1489842244
756	0.1489585891
757	0.148941989
758	0.1489114488
759	0.1488981267
760	0.1488975353
761	0.1488535237
762	0.1488470312
763	0.1488464203
764	0.1488327622
765	0.148813328
766	0.1487716117
767	0.1487446214
768	0.1487060997
769	0.1486859581
770	0.1486684005
771	0.1486643692
772	0.1486637414
773	0.1486392759
774	0.148622812
775	0.1486221628
776	0.1486216218
777	0.1486155343
778	0.1486042454
779	0.1485843304
780	0.1485613116
781	0.1485487231
782	0.1484926329
783	0.1484920954
784	0.1484610518
785	0.1484604576
786	0.1484598938
787	0.1484167288
788	0.1484092506
789	0.1483953512
790	0.1483803997
791	0.1483766513
792	0.1483573991
793	0.1483508647
794	0.1483193735
795	0.1482975927
796	0.148274587
797	0.1482739797
798	0.1482659918
799	0.1482653992
800	0.1482521277
801	0.1482511396
802	0.1482501888
803	0.1482495992
804	0.1482347352
805	0.1482125314
806	0.1482011488
807	0.1481866898
808	0.1481518849
809	0.1481513612
810	0.1481311152
811	0.1481075999
812	0.1480804215
813	0.14807987
814	0.1480351135
815	0.1480345551
816	0.1480206167
817	0.1480003775
818	0.1479571723
819	0.1479403995
820	0.1479399094
821	0.1479393053
822	0.1479387397
823	0.1479071585
824	0.1479065836
825	0.1478931839
826	0.1478550008
827	0.1478124957
828	0.1477841099
829	0.1477723415
830	0.1477717937
831	0.1477712389
832	0.1477351798
833	0.1477072517
834	0.147688592
835	0.1476848176
836	0.1476842732
837	0.1476638776
838	0.1476523756
839	0.1476519023
840	0.1476404837
841	0.1476393673
842	0.1475862126
843	0.147556767
844	0.1475206132
845	0.1475146673
846	0.1474736178
847	0.1474501239
848	0.1474132473
849	0.1473466381
850	0.1473116842
851	0.1473062479
852	0.1472824023
853	0.1472198849
854	0.1472042488
855	0.14715177
856	0.1471119701
857	0.1470961683
858	0.1470674566
859	0.1470059714
860	0.1469867677
861	0.1469497302
862	0.1469119942
863	0.1469006138
864	0.1468596821
865	0.1468426435
866	0.1468091525
867	0.1467670903
868	0.1467580708
869	0.146742622
870	0.1467145137
871	0.146688022
872	0.1466563726
873	0.1466479852
874	0.1466390554
875	0.1466187684
876	0.1465745214
877	0.1465740383
878	0.1465704069
879	0.1465560945
880	0.1465462903
881	0.1465275689
882	0.1465131737
883	0.1464873124
884	0.1464677443
885	0.1464604604
886	0.1464353694
887	0.1464077469
888	0.1463568987
889	0.1463442214
890	0.1463169387
891	0.1462897597
892	0.1462588
893	0.1462431236
894	0.1462314778
895	0.1462056704
896	0.146177453
897	0.1461532278
898	0.1461296959
899	0.1461062303
900	0.1460857119
901	0.1460579953
902	0.1460510726
903	0.1459802342
904	0.1459738268
905	0.1459423565
906	0.1459156282
907	0.1459126238
908	0.1459121671
909	0.1458810184
910	0.1458372808
911	0.1458345655
912	0.1458340713
913	0.1458144356
914	0.1457842629
915	0.1457837807
916	0.1457476833
917	0.1457205978
918	0.1457201251
919	0.1456974822
920	0.1456735355
921	0.1456572671
922	0.1456404256
923	0.1456126612
924	0.1455952921
925	0.1455473398
926	0.1455245049
927	0.1455240401
928	0.1455235892
929	0.1454857926
930	0.145459386
931	0.1454348164
932	0.1454189323
933	0.1454185169
934	0.1453976155
935	0.1453850911
936	0.1453760563
937	0.1453594129
938	0.1453530618
939	0.1453487941
940	0.1453226868
941	0.1453222782
942	0.1453027298
943	0.1452676956
944	0.1452620223
945	0.1452616096
946	0.145235599
947	0.1452046851
948	0.1451781811
949	0.1451412563
950	0.1451116608
951	0.1450733693
952	0.1450649413
953	0.1450623047
954	0.1450407607
955	0.1450332456
956	0.1450043983
957	0.1449928245
958	0.1449511883
959	0.144946177
960	0.144938564
961	0.1449381498
962	0.1449106768
963	0.1448948032
964	0.1448875425
965	0.1448711833
966	0.1448517625
967	0.1448513862
968	0.1448107682
969	0.1447535761
970	0.1447487637
971	0.1447483878
972	0.1447351142
973	0.1447119454
974	0.1446960607
975	0.1446900193
976	0.1446723889
977	0.1446406999
978	0.1446369334
979	0.1446033081
980	0.1445752689
981	0.1445535392
982	0.1445515571
983	0.1445045634
984	0.1444757565
985	0.1444381212
986	0.1444250752
987	0.144401823
988	0.1443965223
989	0.1443744175
990	0.1443740238
991	0.1443105357
992	0.1443022178
993	0.1442858775
994	0.1442754752
995	0.1442597416
996	0.1442327766
997	0.144199375
998	0.1441580127
999	0.1441538792
