iter	Passed	Remaining
528	1422	1266
529	1424	1263
530	1427	1260
531	1429	1257
532	1432	1254
533	1433	1251
534	1436	1248
535	1438	1245
536	1440	1241
537	1442	1238
538	1444	1235
539	1446	1232
540	1448	1229
541	1450	1226
542	1454	1223
543	1456	1220
544	1458	1217
545	1460	1214
546	1462	1211
547	1464	1208
548	1466	1205
549	1469	1202
550	1471	1198
551	1473	1195
552	1475	1192
553	1477	1189
554	1479	1186
555	1481	1183
556	1484	1180
557	1486	1177
558	1488	1174
559	1490	1170
560	1492	1168
561	1495	1165
562	1497	1162
563	1500	1159
564	1502	1156
565	1504	1153
566	1506	1150
567	1508	1147
568	1510	1144
569	1512	1141
570	1515	1138
571	1517	1135
572	1519	1132
573	1521	1129
574	1524	1126
575	1526	1123
576	1528	1120
577	1530	1117
578	1533	1114
579	1535	1111
580	1537	1109
581	1540	1106
582	1542	1103
583	1544	1100
584	1547	1097
585	1549	1094
586	1551	1091
587	1553	1088
588	1556	1086
589	1558	1083
590	1560	1079
591	1562	1076
592	1564	1073
593	1566	1071
594	1568	1067
595	1571	1064
596	1573	1062
597	1575	1059
598	1577	1056
599	1580	1053
600	1582	1050
601	1584	1047
602	1586	1044
603	1588	1041
604	1590	1038
605	1592	1035
606	1594	1032
607	1597	1030
608	1599	1027
609	1601	1024
610	1604	1021
611	1606	1018
612	1608	1015
613	1610	1012
614	1612	1009
615	1614	1006
616	1616	1003
617	1618	1000
618	1621	998
619	1623	995
620	1625	992
621	1628	989
622	1631	987
623	1633	984
624	1635	981
625	1638	978
626	1640	975
627	1642	972
628	1645	970
629	1647	967
630	1649	964
631	1651	961
632	1653	958
633	1655	955
634	1657	953
635	1660	950
636	1662	947
637	1664	944
638	1666	941
639	1669	939
640	1671	936
641	1673	933
642	1676	930
643	1678	927
644	1680	925
645	1683	922
646	1686	920
647	1688	917
648	1690	914
649	1693	911
650	1695	908
651	1697	906
652	1700	903
653	1703	901
654	1705	898
655	1707	895
656	1710	892
657	1712	889
658	1714	887
659	1717	884
660	1719	881
661	1721	879
662	1724	876
663	1727	874
664	1729	871
665	1732	868
666	1734	865
667	1736	863
668	1738	860
669	1741	857
670	1743	854
671	1745	852
672	1748	849
673	1750	846
674	1752	843
675	1755	841
676	1758	838
677	1760	836
678	1763	833
679	1766	831
680	1768	828
681	1770	825
682	1773	822
683	1775	820
684	1777	817
685	1780	815
686	1782	812
687	1785	809
688	1787	806
689	1791	804
690	1794	802
691	1797	800
692	1800	797
693	1802	794
694	1805	792
695	1807	789
696	1810	787
697	1813	784
698	1815	781
699	1818	779
700	1820	776
701	1822	773
702	1825	771
703	1827	768
704	1830	765
705	1832	763
706	1835	760
707	1838	758
708	1840	755
709	1843	752
710	1845	750
711	1848	747
712	1851	745
713	1853	742
714	1855	739
715	1858	736
716	1860	734
717	1862	731
718	1864	728
719	1867	726
720	1870	723
721	1872	720
722	1874	718
723	1877	715
724	1880	713
725	1883	711
726	1886	708
727	1888	705
728	1891	703
729	1893	700
730	1896	697
731	1899	695
732	1901	692
733	1903	689
734	1905	687
735	1908	684
736	1910	681
737	1912	679
738	1915	676
739	1917	673
740	1920	671
741	1922	668
742	1925	666
743	1927	663
744	1930	660
745	1932	658
746	1934	655
747	1937	652
748	1940	650
749	1942	647
750	1945	644
751	1947	642
752	1950	639
753	1953	637
754	1955	634
755	1958	632
756	1960	629
757	1963	626
758	1965	624
759	1968	621
760	1971	619
761	1973	616
762	1975	613
763	1977	610
764	1980	608
765	1982	605
766	1984	602
767	1987	600
768	1989	597
769	1992	595
770	1994	592
771	1996	589
772	1998	586
773	2001	584
774	2003	581
775	2005	578
776	2008	576
777	2010	573
778	2012	571
779	2015	568
780	2018	566
781	2020	563
782	2023	560
783	2026	558
784	2028	555
785	2030	552
786	2033	550
787	2035	547
788	2037	544
789	2039	542
790	2042	539
791	2044	536
792	2046	534
793	2049	531
794	2051	528
795	2053	526
796	2055	523
797	2058	520
798	2060	518
799	2061	515
800	2064	512
801	2066	510
802	2068	507
803	2070	504
804	2073	502
805	2075	499
806	2077	496
807	2080	494
808	2082	491
809	2084	488
810	2086	486
811	2088	483
812	2091	480
813	2092	478
814	2095	475
815	2097	472
816	2099	470
817	2101	467
818	2103	464
819	2106	462
820	2108	459
821	2110	457
822	2113	454
823	2115	451
824	2117	449
825	2120	446
826	2122	444
827	2124	441
828	2126	438
829	2129	436
830	2131	433
831	2133	430
832	2135	428
833	2137	425
834	2139	422
835	2141	420
836	2144	417
837	2146	414
838	2148	412
839	2150	409
840	2153	407
841	2155	404
842	2156	401
843	2159	399
844	2161	396
845	2163	393
846	2165	391
847	2168	388
848	2170	386
849	2172	383
850	2174	380
851	2176	378
852	2179	375
853	2181	372
854	2183	370
855	2186	367
856	2188	365
857	2190	362
858	2193	359
859	2195	357
860	2197	354
861	2199	352
862	2202	349
863	2204	346
864	2206	344
865	2209	341
866	2211	339
867	2213	336
868	2215	334
869	2217	331
870	2220	328
871	2222	326
872	2225	323
873	2227	321
874	2229	318
875	2232	315
876	2234	313
877	2236	310
878	2238	308
879	2241	305
880	2243	303
881	2245	300
882	2247	297
883	2250	295
884	2252	292
885	2254	290
886	2256	287
887	2258	284
888	2260	282
889	2262	279
890	2264	277
891	2267	274
892	2269	271
893	2272	269
894	2275	266
895	2277	264
896	2280	261
897	2282	259
898	2284	256
899	2286	254
900	2289	251
901	2291	248
902	2293	246
903	2295	243
904	2298	241
905	2300	238
906	2302	236
907	2304	233
908	2306	230
909	2309	228
910	2311	225
911	2314	223
912	2316	220
913	2318	218
914	2320	215
915	2323	213
916	2325	210
917	2327	207
918	2330	205
919	2332	202
920	2334	200
921	2336	197
922	2338	195
923	2340	192
924	2343	190
925	2346	187
926	2348	184
927	2350	182
928	2352	179
929	2355	177
930	2357	174
931	2359	172
932	2362	169
933	2364	167
934	2366	164
935	2369	162
936	2371	159
937	2373	156
938	2376	154
939	2378	151
940	2380	149
941	2383	146
942	2385	144
943	2388	141
944	2390	139
945	2392	136
946	2394	134
947	2396	131
948	2399	128
949	2401	126
950	2404	123
951	2406	121
952	2409	118
953	2411	116
954	2413	113
955	2415	111
956	2417	108
957	2420	106
958	2422	103
959	2424	101
960	2426	98
961	2428	95
962	2430	93
963	2433	90
964	2435	88
965	2437	85
966	2439	83
967	2441	80
968	2443	78
969	2446	75
970	2448	73
971	2450	70
972	2452	68
973	2454	65
974	2456	62
975	2459	60
976	2461	57
977	2463	55
978	2466	52
979	2468	50
980	2471	47
981	2473	45
982	2475	42
983	2478	40
984	2481	37
985	2483	35
986	2485	32
987	2488	30
988	2490	27
989	2492	25
990	2495	22
991	2498	20
992	2500	17
993	2502	15
994	2504	12
995	2506	10
996	2508	7
997	2511	5
998	2513	2
999	2516	0
